"Stnumber","Year","Impacted","DO"
50010500,2004,"N",9.84461590105811
50010500,2004,"N",8.70622471369639
50010500,2004,"N",7.86639648031506
50010500,2004,"N",8.26089267416298
50010500,2005,"N",8.1711704889086
50010500,2005,"N",8.38845547684733
50010500,2005,"N",8.77943668275495
50010500,2005,"N",9.57414420133004
50010500,2006,"N",8.01989454976373
50010500,2006,"N",6.93650697759874
50010500,2006,"N",7.83173510042113
50010500,2006,"N",7.99403518535773
50010500,2007,"N",8.28838681378491
50010500,2007,"N",7.30717704979096
50010500,2007,"N",6.55055331016171
50010500,2007,"N",6.93861442403648
50010500,2008,"N",9.79149569633933
50010500,2008,"N",8.3236121330653
50010500,2008,"N",8.20261161518572
50010500,2008,"N",8.54708079067324
50010500,2009,"N",9.70070037488561
50010500,2009,"N",7.67636724032541
50010500,2009,"N",7.52295261498291
50010500,2009,"N",7.72499119871967
50010500,2010,"N",8.12786422423597
50010500,2010,"N",8.5719907788567
50010500,2010,"N",8.78647074737532
50010500,2010,"N",7.82431761174529
50010500,2011,"N",9.16248756502514
50010500,2011,"N",7.95057949635574
50010500,2011,"N",8.1535465789589
50010500,2011,"N",7.65987072091238
50010500,2012,"N",10.287181763078
50010500,2012,"N",8.45143312121453
50010500,2012,"N",8.18094293274239
50011000,1974,"N",8.48266211427792
50011000,1974,"N",2.2316288559429
50011000,1974,"N",5.9243740051493
50011000,1974,"N",3.5449008994303
50011000,1974,"N",9.64138624356927
50011000,1975,"N",11.8587728277483
50011000,1975,"N",9.98230366574657
50011000,1975,"N",8.64581051463073
50011000,1975,"N",9.12956785336507
50011000,1975,"N",5.10596965456974
50011000,1975,"N",4.16277227995356
50011000,1976,"N",8.43419849960563
50011000,1976,"N",0.406308867197439
50011000,1976,"N",3.56868203273166
50011000,1976,"N",3.96474867321493
50011000,1976,"N",0.374843897705614
50011000,1976,"N",4.08330483030815
50011000,1977,"N",7.24474962987713
50011000,1977,"N",6.58516364246861
50011000,1977,"N",6.74235674473164
50011000,1977,"N",8.56575151360007
50011000,1977,"N",5.74262707362678
50011000,1977,"N",7.99362697028419
50011000,1978,"N",6.71126536654487
50011000,1978,"N",4.88718413238535
50011000,1978,"N",2.796958091745
50011000,1978,"N",4.08905732247668
50011000,1978,"N",6.10406592358039
50011000,1978,"N",3.68452639198403
50011000,1979,"N",8.60572764266011
50011000,1979,"N",8.56972539681761
50011000,1979,"N",1.77512991442328
50011000,1979,"N",3.3423094057788
50011000,1979,"N",6.33219581118641
50011000,1980,"N",9.55212086780557
50011000,1980,"N",10.7539957115973
50011000,1980,"N",8.90181859795216
50011000,1980,"N",8.43025166315493
50011000,1980,"N",8.58136961317328
50011000,1980,"N",5.37119209723825
50011000,1981,"N",7.50803231860888
50011000,1981,"N",8.90448595307225
50011000,1981,"N",1.70146131183818
50011000,1981,"N",7.28344225459947
50011000,1981,"N",6.07625407438743
50011000,1981,"N",4.70791051150277
50011000,1982,"N",8.66449751730337
50011000,1982,"N",8.1964703034093
50011000,1982,"N",4.86766480845789
50011000,1982,"N",2.02224565807997
50011000,1982,"N",2.6391764949629
50011000,1982,"N",-0.664618386184663
50011000,1983,"N",2.13003177587943
50011000,1983,"N",5.148685769028
50011000,1983,"N",2.77564107696335
50011000,1983,"N",1.51516244147726
50011000,1983,"N",7.30701152320082
50011000,1983,"N",10.7184660055705
50011000,1984,"N",7.51485057306892
50011000,1984,"N",9.68154656960737
50011000,1984,"N",3.6952353316814
50011000,1984,"N",2.95054157479503
50011000,1984,"N",3.98064983262342
50011000,1985,"N",2.748724332811
50011000,1985,"N",2.33320094590156
50011000,1985,"N",2.99508028111871
50011000,1985,"N",0.523819534193996
50011000,1985,"N",-0.565841075236605
50011000,1985,"N",2.81235436844027
50011000,1986,"N",4.75151663558572
50011000,1986,"N",0.298882634479903
50011000,1986,"N",1.64215704514525
50011000,1986,"N",1.00307133684435
50011000,1986,"N",0.00779612105654359
50011000,1986,"N",1.05011417196448
50011000,1987,"N",5.44493481453067
50011000,1987,"N",3.28242342360917
50011000,1987,"N",2.14289899184071
50011000,1987,"N",1.74863043570694
50011000,1987,"N",2.89036685957784
50011000,1987,"N",2.44537284591088
50011000,1988,"N",2.2411889487562
50011000,1988,"N",11.5790585501929
50011000,1988,"N",1.78627797733655
50011000,1988,"N",0.990139181682496
50011000,1988,"N",-0.136746647849175
50011000,1989,"N",7.80572626408495
50011000,1989,"N",4.97876871404108
50011000,1989,"N",3.709466433942
50011000,1989,"N",1.7524871123544
50011000,1989,"N",-3.04687897878148
50011000,1989,"N",0.685398954894292
50011000,1990,"N",3.36006914183048
50011000,1990,"N",0.707882767349034
50011000,1990,"N",5.49760882012045
50011000,1990,"N",2.46350777258796
50011000,1990,"N",5.16043013877851
50011000,1991,"N",3.87274313791524
50011000,1991,"N",0.399884928906939
50011000,1991,"N",0.66251577542107
50011000,1991,"N",2.96201445423077
50011000,1991,"N",2.40068953932573
50011000,1992,"N",2.55079734012094
50011000,1992,"N",5.5065708952008
50011000,1992,"N",2.08673426102382
50011000,1992,"N",2.30356670359168
50011000,1992,"N",1.88166319212989
50011000,1993,"N",0.112997065377263
50011000,1993,"N",0.0942499503633716
50011000,1993,"N",-0.97010097030386
50011000,1993,"N",-0.492794869108486
50011000,1993,"N",1.26277828203122
50011000,1994,"N",2.6945435520111
50011000,1994,"N",4.96712681409493
50011000,1994,"N",4.4664492110462
50011000,1994,"N",1.79208017471125
50011000,1994,"N",1.72947564636235
50011000,1994,"N",3.44076943896161
50011000,1995,"N",4.22309093118903
50011000,1995,"N",6.13757899801549
50011000,1995,"N",-0.854468234326073
50011000,1995,"N",0.712735730244575
50011000,1995,"N",0.916694510344222
50011000,1996,"N",3.08776526176186
50011000,1996,"N",2.94971256936087
50011000,1996,"N",1.06703831917694
50011000,1996,"N",0.84017756794119
50011000,1996,"N",0.157252993659108
50011000,1996,"N",0.835198421417706
50011000,1997,"N",2.20557893663607
50011000,1997,"N",0.303114746411026
50011000,1997,"N",4.3948799445517
50011000,1997,"N",0.486354904176796
50011000,1998,"N",10.9052174983083
50011000,1998,"N",2.69008669454621
50011000,1998,"N",2.28211095309046
50011000,1998,"N",0.685745594951898
50011000,1999,"N",3.42100754789807
50011000,1999,"N",0.423368353526244
50011000,1999,"N",0.353604077045231
50011000,1999,"N",0.654376923514153
50011000,2000,"N",1.52020264010517
50011000,2000,"N",2.49622524868751
50011000,2000,"N",2.72688076760094
50011000,2000,"N",-0.71155590450463
50011000,2001,"N",2.54165942458007
50011000,2001,"N",2.63774631464351
50011000,2001,"N",0.538977546193791
50011000,2001,"N",4.81778857677854
50011000,2002,"N",2.05596251990369
50011000,2002,"N",0.805354699153595
50011000,2002,"N",0.164870577854606
50011000,2003,"N",5.53348822268564
50011000,2003,"N",0.930945668650361
50011000,2003,"N",1.47286446403239
50011000,2003,"N",1.03640501797837
50011000,2003,"N",1.26482742433695
50011000,2004,"N",2.12042167887516
50011000,2004,"N",1.32164432204
50011000,2004,"N",1.13485872421445
50011000,2004,"N",6.66846582396889
50011000,2005,"N",7.40498072052571
50011000,2005,"N",7.64983978324372
50011000,2005,"N",8.54561687590356
50011000,2005,"N",6.48019340515958
50011000,2006,"N",6.80500373587522
50011000,2006,"N",4.11590391251383
50011000,2006,"N",-2.16296425990651
50011000,2007,"N",3.41450994612785
50011000,2007,"N",2.37114463725141
50011000,2007,"N",2.31373722390217
50011000,2007,"N",4.43616872102246
50011000,2008,"N",9.32907483271469
50011000,2008,"N",5.2044499629549
50011000,2008,"N",9.50610785507919
50011000,2008,"N",6.53349793146313
50011000,2009,"N",4.8036173653612
50011000,2009,"N",-1.47932701469606
50011000,2009,"N",2.68338356507334
50011000,2009,"N",2.31877530064992
50011000,2010,"N",3.85564336954745
50011000,2010,"N",4.36236624142774
50011000,2010,"N",1.65616327096154
50011000,2010,"N",2.99733792783119
50011000,2011,"N",3.37043632317592
50011000,2011,"N",0.263376472232272
50011000,2011,"N",0.88398054030522
50011000,2011,"N",3.79118239435296
50011000,2012,"N",6.78553742360676
50011000,2012,"N",-0.448323700151604
50011000,2012,"N",2.64819135635853
50011400,1969,"N",9.45559679246876
50011400,1969,"N",4.36936028343725
50011400,1969,"N",7.17668451252017
50011400,1969,"N",8.06437168351078
50011400,1970,"N",8.12193447537118
50011400,1970,"N",6.60545720088829
50011400,1970,"N",7.28397448881672
50011400,1970,"N",8.2960004216356
50011400,1970,"N",7.02446166509328
50011400,1971,"N",12.1879958725659
50011400,1971,"N",9.36627268087823
50011400,1971,"N",8.00121041225837
50011400,1971,"N",8.20331438670901
50011400,1972,"N",9.21519578230149
50011400,1972,"N",8.49947026810563
50011400,1972,"N",6.81939625553236
50011400,1972,"N",8.1550857693166
50011400,1972,"N",8.55847667938485
50011400,1973,"N",8.05723670408658
50011400,1973,"N",12.3554306395641
50011400,1973,"N",5.08477144000296
50011400,1973,"N",7.9789698501126
50011400,1974,"N",8.84565991334989
50011400,1974,"N",7.58508271151269
50011400,1974,"N",7.5475273801491
50011400,1974,"N",6.82538228738273
50011400,1975,"N",8.04083840684414
50011400,1975,"N",9.29008991264637
50011400,1975,"N",6.86963890677351
50011400,1975,"N",8.83984453826345
50011400,1975,"N",7.35779584991013
50011400,1975,"N",7.89492750147258
50011400,1976,"N",9.13780023928528
50011400,1976,"N",8.44520541913249
50011400,1976,"N",10.191020071037
50011400,1976,"N",8.11787182211608
50011400,1976,"N",7.99062319867275
50011400,1976,"N",12.2523314955512
50011400,1977,"N",10.244247186833
50011400,1977,"N",8.46571856621734
50011400,1977,"N",12.4598147176419
50011400,1977,"N",6.85774213911092
50011400,1977,"N",10.2715519427246
50011400,1977,"N",8.72787939566371
50011400,1978,"N",7.1802099768131
50011400,1978,"N",8.89625159971563
50011400,1978,"N",6.47356776248724
50011400,1978,"N",6.13750682526531
50011400,1978,"N",6.27307840319871
50011400,1979,"N",6.02589273436513
50011400,1979,"N",8.44397928864247
50011400,1979,"N",8.04292820537518
50011400,1979,"N",9.32441257622791
50011400,1979,"N",6.98189414990067
50011400,1980,"N",5.65846080409853
50011400,1980,"N",6.86244062435833
50011400,1980,"N",6.6359399063966
50011400,1980,"N",9.13296494753306
50011400,1980,"N",7.94858979046286
50011400,1980,"N",6.81066644063209
50011400,1981,"N",9.06804915116734
50011400,1981,"N",4.64934664746134
50011400,1981,"N",8.27607960176105
50011400,1981,"N",6.38859748107374
50011400,1981,"N",10.1613387968399
50011400,1981,"N",9.78788520055314
50011400,1982,"N",7.71897523306309
50011400,1982,"N",7.44194923214017
50011400,1982,"N",7.82334062929478
50011400,1982,"N",5.14711462783835
50011400,1982,"N",3.37770937796333
50011400,1982,"N",9.02994180160869
50011400,1983,"N",7.29425753039515
50011400,1983,"N",5.99927033920145
50011400,1983,"N",8.64775400869945
50011400,1983,"N",3.63686641069496
50011400,1983,"N",6.93888171438873
50011400,1983,"N",7.72150245804237
50011400,1984,"N",13.4597777393195
50011400,1984,"N",11.1261390320808
50011400,1984,"N",8.33753806337769
50011400,1984,"N",10.4699012123985
50011400,1984,"N",8.71752788544074
50011400,1985,"N",9.8229143632538
50011400,1985,"N",6.49045615706527
50011400,1985,"N",4.9996855099997
50011400,1985,"N",6.16510831013081
50011400,1985,"N",8.66806745903273
50011400,1985,"N",7.42768015651799
50011400,1986,"N",4.54493879338719
50011400,1986,"N",7.99108917323166
50011400,1986,"N",6.10497922356688
50011400,1986,"N",6.02017704399381
50011400,1986,"N",9.66864405768745
50011400,1986,"N",5.62829702507969
50011400,1987,"N",8.47407822665661
50011400,1987,"N",8.45439505352907
50011400,1987,"N",7.38803287251974
50011400,1987,"N",8.80004155712199
50011400,1988,"N",6.04914871672355
50011400,1988,"N",6.41486284037038
50011400,1988,"N",7.85159248358971
50011400,1988,"N",12.3264577957101
50011400,1988,"N",7.55763574484754
50011400,1988,"N",9.40205346687649
50011400,1989,"N",4.29069236390067
50011400,1989,"N",4.33542473116834
50011400,1989,"N",3.1655145206872
50011400,1989,"N",4.66479431768228
50011400,1989,"N",5.06354749583577
50011400,1989,"N",7.04993428705469
50011400,1990,"N",4.57666297393545
50011400,1990,"N",10.0981637908376
50011400,1990,"N",3.53312363304269
50011400,1990,"N",5.19464942616735
50011400,1991,"N",10.6574909992377
50011400,1991,"N",5.5757353602411
50011400,1991,"N",5.06037415790081
50011400,1991,"N",3.92488643652946
50011400,1991,"N",3.53554545673012
50011400,1992,"N",6.7229449089165
50011400,1992,"N",5.07461002774033
50011400,1992,"N",5.08323189489583
50011400,1992,"N",8.39279354026252
50011400,1992,"N",6.66825524311562
50011400,1993,"N",3.78381030350058
50011400,1993,"N",8.27111757999927
50011400,1993,"N",7.5937340817171
50011400,1993,"N",3.81632038706789
50011400,1993,"N",3.47418229741666
50011400,1993,"N",3.07271207843505
50011400,1994,"N",6.71732407527158
50011400,1994,"N",5.8106586697229
50011400,1994,"N",3.54908430520818
50011400,1994,"N",3.66835554370152
50011400,1994,"N",5.18484974162766
50011400,1995,"N",6.82564394324705
50011400,1995,"N",5.7943461568923
50011400,1995,"N",5.86959921162472
50011400,1995,"N",6.40349122737053
50011400,1995,"N",3.84885221759745
50011400,1995,"N",4.42453965578181
50011400,1996,"N",3.81256721754278
50011400,1996,"N",5.7869771245977
50011400,1996,"N",5.20537810266711
50011400,1996,"N",5.97809435075862
50011400,1996,"N",8.82060702149092
50011400,1996,"N",6.46960842679976
50011400,1997,"N",7.81620856149366
50011400,1997,"N",6.11849396960021
50011400,1997,"N",7.91989584966211
50011400,1997,"N",7.68509455386549
50011400,1998,"N",6.21500836774427
50011400,1998,"N",7.58004299928962
50011400,1998,"N",7.01847207538226
50011400,1998,"N",7.10344668825799
50011400,1999,"N",6.27517723094277
50011400,1999,"N",7.3483499219826
50011400,1999,"N",8.19245237820986
50011400,1999,"N",8.38868165124211
50011400,2000,"N",6.03540241615424
50011400,2000,"N",7.0017377381971
50011400,2000,"N",9.41436422293981
50011400,2000,"N",7.85875420736271
50011400,2001,"N",7.65403828979538
50011400,2001,"N",8.84285052212309
50011400,2001,"N",6.20254299556284
50011400,2001,"N",6.77415966734664
50011400,2002,"N",6.16726183252512
50011400,2002,"N",7.40868917761791
50011400,2002,"N",7.77004632859342
50011400,2003,"N",7.39605875231867
50011400,2003,"N",9.48794014880088
50011400,2003,"N",6.58982945418233
50011400,2003,"N",4.95753520196583
50011400,2003,"N",6.9343628965171
50011400,2004,"N",4.89953052872205
50011400,2004,"N",6.0677923674939
50011400,2004,"N",4.47793139783355
50011400,2004,"N",7.2800929294724
50011400,2005,"N",5.12707322867813
50011400,2005,"N",7.93133215788007
50011400,2005,"N",7.94866213659379
50011400,2005,"N",6.42943042705419
50011400,2006,"N",4.76524346486785
50011400,2006,"N",7.98132086717299
50011400,2006,"N",7.89718669090928
50011400,2006,"N",6.60009896137698
50011400,2007,"N",4.77264598883283
50011400,2007,"N",5.73130394353628
50011400,2007,"N",8.2926100297756
50011400,2007,"N",7.11854503562097
50011400,2008,"N",4.40930242952621
50011400,2008,"N",4.49712701247449
50011400,2008,"N",5.41705063029465
50011400,2008,"N",5.89629440971307
50011400,2009,"N",5.1251233491445
50011400,2009,"N",7.29027332306266
50011400,2009,"N",5.21969323959226
50011400,2009,"N",6.87838540811491
50011400,2010,"N",6.22209708338023
50011400,2010,"N",6.24017058658525
50011400,2010,"N",7.49673210297648
50011400,2010,"N",8.47611028843768
50011400,2011,"N",6.64713540747388
50011400,2011,"N",5.0149586835995
50011400,2011,"N",8.79541697719145
50011400,2011,"N",9.25272031510868
50011400,2012,"N",5.11667317777744
50011400,2012,"N",7.6498239765291
50011400,2012,"N",4.47942261539003
50011400,2012,"N",8.00198322739438
50011400,2013,"N",5.53528161854759
50011400,2013,"N",5.82481419971946
50011400,2013,"N",4.75907635447368
50011400,2013,"N",7.43544726115154
50011400,2014,"N",7.06350090036103
50011400,2014,"N",5.17790715160738
50011400,2014,"N",2.28258515230725
50011400,2014,"N",5.09033323295941
50011400,2015,"N",7.5338123989188
50011400,2015,"N",7.09812263964091
50011400,2015,"N",3.48963273347238
50011400,2015,"N",6.45443963749511
50011400,2016,"N",3.67265494889843
50011400,2016,"N",6.61015024633521
50011400,2016,"N",5.4503619315774
50011400,2016,"N",8.435374672758
50011400,2017,"N",5.66068832016373
50011400,2017,"N",5.53607536062821
50011400,2017,"N",6.27300528138727
50011400,2018,"N",6.47054961247213
50011400,2018,"N",6.91520152096995
50011400,2018,"N",6.86703066230389
50011400,2018,"N",7.12356434075819
50011400,2019,"N",7.37770233951982
50011400,2019,"N",4.79314146602016
50011400,2019,"N",7.15743467149883
50011400,2019,"N",8.70083846958825
50011400,2020,"N",4.61138519130463
50011400,2020,"N",6.86644489317012
50020500,1973,"N",7.96967749817972
50020500,1974,"N",8.44172027613692
50020500,1974,"N",8.47497395688954
50020500,1974,"N",8.55913189287066
50020500,1979,"N",8.06374150741267
50020500,1980,"N",8.76008277719256
50020500,1980,"N",8.76213506933527
50020500,1980,"N",7.61065392678842
50020500,1980,"N",7.46706696111142
50020500,1980,"N",8.65187105815619
50020500,1980,"N",7.34686005791827
50020500,1981,"N",8.88035951464041
50020500,1981,"N",7.63556888605162
50020500,1981,"N",8.3376826705557
50020500,1981,"N",7.80961139092806
50020500,1981,"N",8.12395514965295
50020500,1981,"N",8.28639194941499
50020500,1982,"N",8.09947358124402
50020500,1982,"N",7.00977876393097
50020500,1982,"N",8.23266736286544
50020500,1982,"N",8.32960450278905
50020500,1982,"N",7.80707005200957
50020500,1982,"N",8.20292511274808
50020500,1983,"N",8.20133093746227
50020500,1983,"N",6.60572010979022
50020500,1983,"N",9.09705548909136
50020500,1983,"N",10.1172053893424
50020500,1983,"N",6.21534925857716
50020500,1983,"N",7.79553335913532
50020500,1984,"N",7.75326149870817
50020500,1984,"N",8.85142863630678
50020500,1984,"N",8.63720587605656
50020500,1984,"N",7.61880606296528
50020500,1984,"N",8.08537133588797
50020500,1985,"N",10.1884467075995
50020500,1985,"N",8.31783351044971
50020500,1985,"N",7.80066166713288
50020500,1985,"N",7.0148585610632
50020500,1985,"N",9.35594225301171
50020500,1986,"N",9.1124766752435
50020500,1986,"N",7.50809182536501
50020500,1986,"N",8.95028073865114
50020500,1986,"N",7.05350355867162
50020500,1986,"N",6.95795694729985
50020500,1986,"N",8.19663904887955
50020500,1987,"N",6.93653246914949
50020500,1987,"N",8.60103368426066
50020500,1987,"N",6.90625089687061
50020500,1987,"N",7.61555337849744
50020500,1987,"N",7.39790369280937
50020500,1987,"N",9.25237108792599
50020500,1988,"N",10.6554640297587
50020500,1988,"N",9.17228088909177
50020500,1988,"N",7.16230816625397
50020500,1988,"N",7.66147712255966
50020500,1988,"N",8.62571117740239
50020500,1988,"N",9.43186688492787
50020500,1989,"N",9.96598555807171
50020500,1989,"N",9.18142022340962
50020500,1989,"N",8.01255568806335
50020500,1989,"N",8.56401299563327
50020500,1989,"N",7.64384099319415
50020500,1989,"N",8.96829232239142
50020500,1990,"N",8.09063180286054
50020500,1990,"N",7.94658169573447
50020500,1990,"N",8.6170037653306
50020500,1990,"N",8.70042607949468
50020500,1990,"N",7.89531760724623
50020500,1991,"N",8.52865444644952
50020500,1991,"N",9.70925416879317
50020500,1991,"N",9.59599740711434
50020500,1991,"N",6.96465857544966
50020500,1991,"N",8.71021499145496
50020500,1991,"N",7.38175034061571
50020500,1992,"N",7.86436842629881
50020500,1992,"N",8.95003068405312
50020500,1992,"N",8.43719792928855
50020500,1992,"N",9.66812186648812
50020500,1992,"N",7.40604375857629
50020500,1992,"N",6.49783421044494
50020500,1993,"N",6.9247286019623
50020500,1993,"N",7.69093847278037
50020500,1993,"N",7.76262119727888
50020500,1993,"N",6.99939026545562
50020500,1993,"N",5.97908228220349
50020500,1993,"N",5.62638010001782
50020500,1994,"N",2.98642432815031
50020500,1994,"N",8.19369657819571
50020500,1994,"N",7.87782277980408
50020500,1994,"N",8.17369462396913
50020500,1994,"N",7.86650857290036
50020500,1994,"N",8.85603251736759
50020500,1995,"N",7.50308576687141
50020500,1995,"N",7.39812892649905
50020500,1995,"N",7.87423341509867
50020500,1995,"N",5.41999595790526
50020500,1995,"N",8.66753399976702
50020500,1996,"N",7.95045614514042
50020500,1996,"N",8.15925508479218
50020500,1996,"N",8.65884322243982
50020500,1996,"N",7.36840723906925
50020500,1996,"N",8.15528261518717
50020500,1996,"N",7.80630991695853
50020500,1997,"N",10.2063173801414
50020500,1997,"N",8.43167705633988
50020500,1997,"N",7.74312154097202
50020500,1997,"N",8.01195213453228
50020500,1998,"N",7.62799001791358
50020500,1998,"N",8.93977116210714
50020500,1998,"N",7.09963087374887
50020500,1998,"N",7.77204383356054
50020500,1999,"N",8.30701186483713
50020500,1999,"N",8.42371375064002
50020500,1999,"N",9.76737970861494
50020500,1999,"N",7.72156562565121
50020500,2000,"N",9.49697797764125
50020500,2000,"N",8.92985833809687
50020500,2000,"N",7.58595101575541
50020500,2000,"N",9.98909296042493
50020500,2000,"N",7.69890748712045
50020500,2001,"N",8.02615140213542
50020500,2001,"N",7.99098597401484
50020500,2001,"N",8.16550707261058
50020500,2001,"N",8.28705819264486
50020500,2002,"N",7.6508737852348
50020500,2002,"N",7.77256974005062
50020500,2002,"N",8.81876201275027
50020500,2003,"N",9.56158288639173
50020500,2003,"N",8.62865632725764
50020500,2003,"N",7.74687948308217
50020500,2003,"N",7.52058134083107
50020500,2003,"N",8.09201762362739
50020500,2004,"N",8.18100182575045
50020500,2004,"N",8.10242378472974
50020500,2004,"N",9.11819418590048
50020500,2004,"N",8.97449881773727
50020500,2005,"N",9.42790408669348
50020500,2005,"N",8.22188921446455
50020500,2005,"N",7.27989448227589
50020500,2005,"N",7.85442995913072
50020500,2006,"N",9.44468654392328
50020500,2006,"N",7.42490296070611
50020500,2006,"N",8.17907783842084
50020500,2006,"N",7.55162789634694
50020500,2007,"N",7.94964007312559
50020500,2007,"N",10.2801794953643
50020500,2007,"N",7.91188161973225
50020500,2007,"N",7.55350758591347
50020500,2008,"N",8.1967340567545
